county_desc,precinct_abbrv,precinct_desc,reg_total,reg_active,reg_inactive,party_dem,party_rep,party_unaf,party_lib,party_other,race_white,race_black,race_asian,race_aian,eth_hispanic,gender_male,gender_female,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75plus,total_votes_g2024,total_votes_g2020,total_votes_g2018,turnout_rate_g2024,turnout_rate_g2020,turnout_rate_g2018,pop_total,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two_more,pop_hispanic,pop_white_nonhisp,vap_total,vap_white,vap_black,vap_aian,vap_asian,vap_hispanic,vap_white_nonhisp,pop_nonwhite,pct_white,pct_black,pct_hispanic,pct_asian,pct_nonwhite,vap_pct,pop_18_24,est_vap_youth,pop_25_34,pop_35_44,pop_45_54,pop_55_64,pop_65_74,pop_75plus,pct_18_24,pct_65plus,tv_18_24_p2026,tv_25_34_p2026,tv_35_44_p2026,tv_45_54_p2026,tv_55_64_p2026,tv_65_74_p2026,tv_75plus_p2026,tv_total_p2026,tv_18_24_g2025,tv_25_34_g2025,tv_35_44_g2025,tv_45_54_g2025,tv_55_64_g2025,tv_65_74_g2025,tv_75plus_g2025,tv_total_g2025,tv_18_24_g2024,tv_25_34_g2024,tv_35_44_g2024,tv_45_54_g2024,tv_55_64_g2024,tv_65_74_g2024,tv_75plus_g2024,tv_total_g2024,tv_18_24_g2018,tv_25_34_g2018,tv_35_44_g2018,tv_45_54_g2018,tv_55_64_g2018,tv_65_74_g2018,tv_75plus_g2018,tv_total_g2018,v_trump_2024,v_harris_2024,v_stein_gov_2024,v_robinson_gov_2024,two_pty_2024,precinct_rep_pct,precinct_dem_pct,precinct_margin,competitiveness,winner_2024,youth_dem_pct_raw,youth_rep_pct_raw,youth_dem_pct,youth_rep_pct,overall_turnout_2024,youth_turnout_2024,youth_share_2024,youth_turnout_gap,youth_turnout_2018
CATAWBA,03,BLACKBURN,2562.0,2240,322,281,1209,739,10,1,2105,111,70,4,69,1135,1215,280,365,339,382,488,415,293,1917,1761,1028,0.8558,0.7862,0.4589,3491.0,2901.0,160.0,18.0,157.0,0.0,118.0,137.0,177.0,2864.0,2751.0,2332.0,123.0,9.0,108.0,121.0,2314.0,590.0,0.831,0.0458,0.0507,0.045,0.169,0.788,182.885723471057,155.0,384.94220671170365,561.223475207685,494.65398012570773,839.9793315660845,435.6749543551626,251.13221479720144,0.0458,0.1721,23,24,33,74,120,125,80,479,0,0,0,0,0,0,0,0,160,225,255,319,428,318,212,1917,49,80,159,247,259,169,65,1028,1559.0,384.0,495.0,1325.0,1943.0,0.8023674729799279,0.19763252702007206,0.6047349459598559,safe,Trump,0.19763252702007206,0.8023674729799279,0.43905301080802883,0.5609469891919712,0.8558,0.5714,0.0835,-0.2844,0.175
CATAWBA,04,BROOKFORD,968.0,810,158,222,255,327,6,0,552,200,38,1,61,395,469,117,140,133,156,183,141,98,662,588,327,0.8173,0.7259,0.4037,1383.0,760.0,173.0,11.0,174.0,18.0,100.0,147.0,191.0,727.0,1057.0,624.0,140.0,9.0,110.0,129.0,603.0,623.0,0.5495,0.1251,0.1381,0.1258,0.4505,0.7643,77.60380916306218,66.0,154.38799105682702,51.50370457541475,229.92750363682293,141.6256618067081,64.23184671821711,33.565237101562246,0.0738,0.093,4,6,16,26,32,38,37,159,7,12,19,33,26,38,23,158,62,88,82,123,136,100,71,662,19,33,42,70,83,58,22,327,368.0,307.0,333.0,304.0,675.0,0.5451851851851852,0.45481481481481484,0.09037037037037038,competitive,Trump,0.45481481481481484,0.5451851851851852,0.5419259259259259,0.4580740740740741,0.8173,0.5299,0.0937,-0.2874,0.1624
CATAWBA,05,CATAWBA,3698.0,3254,444,453,1670,1115,15,1,2886,351,45,13,144,1665,1748,385,590,581,568,629,555,390,2738,2416,1394,0.8414,0.7425,0.4284,4896.0,3815.0,407.0,36.0,143.0,0.0,209.0,286.0,391.0,3744.0,3849.0,3048.0,345.0,28.0,92.0,253.0,3007.0,1081.0,0.7792,0.0831,0.0799,0.0292,0.2208,0.7862,250.120487250558,213.0,723.6701531330104,724.6173802869389,612.8948877184332,814.3327336765584,536.971387887455,431.8186201861682,0.0493,0.1908,23,44,73,79,116,190,134,659,2,2,5,9,15,21,16,70,233,414,388,474,525,432,271,2738,75,144,209,284,344,251,86,1394,2059.0,619.0,779.0,1746.0,2678.0,0.768857356235997,0.23114264376400298,0.5377147124719941,safe,Trump,0.23114264376400298,0.768857356235997,0.45245705750560117,0.5475429424943988,0.8414,0.6052,0.0851,-0.2362,0.1948
CATAWBA,06,CLAREMONT,2504.0,2264,240,330,1138,781,14,1,2068,138,64,4,55,1095,1223,216,311,317,313,451,459,437,2024,1855,1209,0.894,0.8193,0.534,3365.0,2760.0,227.0,13.0,114.0,2.0,67.0,182.0,179.0,2701.0,2658.0,2262.0,167.0,11.0,79.0,95.0,2235.0,605.0,0.8202,0.0675,0.0532,0.0339,0.1798,0.7899,223.30109647149996,190.0,434.89393077483953,347.6390941498561,601.126110036075,594.1584533174645,340.68831795421596,290.66216386124427,0.0628,0.1777,18,27,39,56,121,162,164,587,5,12,12,25,36,66,45,201,153,208,218,314,385,441,305,2024,55,78,121,245,282,308,120,1209,1452.0,550.0,734.0,1157.0,2002.0,0.7252747252747253,0.27472527472527475,0.4505494505494505,safe,Trump,0.27472527472527475,0.7252747252747253,0.4698901098901099,0.5301098901098902,0.894,0.7083,0.0756,-0.1857,0.2546
CATAWBA,07,CONOVER WEST,3230.0,2724,506,580,1063,1061,17,3,2170,400,108,3,273,1400,1560,379,563,471,461,534,440,382,2270,1998,1216,0.8333,0.7335,0.4464,4929.0,3012.0,566.0,45.0,318.0,1.0,592.0,395.0,901.0,2932.0,3752.0,2449.0,456.0,33.0,196.0,548.0,2410.0,1917.0,0.6111,0.1148,0.1828,0.0645,0.3889,0.7612,511.04598978851914,434.0,667.0457358881093,632.6369273750645,965.3644203332583,436.07351170086184,389.1892728742303,351.82422414913464,0.0915,0.1326,21,40,51,73,110,160,126,581,10,16,36,54,83,100,84,383,192,332,310,385,420,368,263,2270,72,134,168,261,263,225,93,1216,1422.0,841.0,978.0,1169.0,2263.0,0.6283694211224039,0.3716305788775961,0.2567388422448078,safe,Trump,0.3716305788775961,0.6283694211224039,0.5086522315510384,0.49134776844896155,0.8333,0.5066,0.0846,-0.3267,0.19
CATAWBA,08,CONOVER EAST,2697.0,2439,258,379,1110,939,10,1,2208,150,78,2,94,1118,1403,255,333,310,340,443,499,517,2178,1992,1357,0.893,0.8167,0.5564,3461.0,2808.0,157.0,13.0,167.0,1.0,104.0,211.0,233.0,2767.0,2850.0,2417.0,108.0,9.0,112.0,156.0,2393.0,653.0,0.8113,0.0454,0.0673,0.0483,0.1887,0.8235,183.85006958138447,156.0,283.2610551021788,378.09739296759875,265.88340934147595,391.6426811326583,465.255198495115,290.1262959517689,0.0635,0.2611,28,34,57,97,154,208,216,794,14,19,38,71,114,155,177,588,166,213,230,309,433,423,404,2178,54,86,160,260,321,316,160,1357,1472.0,676.0,889.0,1120.0,2148.0,0.6852886405959032,0.31471135940409684,0.3705772811918064,safe,Trump,0.31471135940409684,0.6852886405959032,0.4858845437616387,0.5141154562383613,0.893,0.651,0.0762,-0.242,0.2118
CATAWBA,09,EAST MAIDEN,2671.0,2376,295,217,1367,783,8,1,2268,90,24,2,85,1169,1266,261,400,387,417,471,398,337,2104,1909,1176,0.8855,0.8035,0.4949,3568.0,3011.0,151.0,18.0,39.0,0.0,120.0,229.0,246.0,2973.0,2819.0,2443.0,119.0,16.0,24.0,153.0,2421.0,557.0,0.8439,0.0423,0.0689,0.0109,0.1561,0.7901,288.36583085731013,245.0,555.7638407118825,368.7131421442341,414.04846183277044,704.3433517192608,316.74870918860654,256.1016521473671,0.0701,0.1392,23,28,43,99,99,153,107,552,8,7,10,14,10,17,12,78,193,251,299,370,416,338,237,2104,53,127,178,256,261,220,81,1176,1765.0,320.0,440.0,1533.0,2085.0,0.8465227817745803,0.15347721822541965,0.6930455635491606,safe,Trump,0.15347721822541965,0.8465227817745803,0.4213908872901679,0.5786091127098322,0.8855,0.7395,0.0917,-0.146,0.2031
CATAWBA,10,EAST NEWTON,649.0,515,134,169,156,184,5,1,326,188,6,1,59,284,298,75,123,81,94,116,104,56,378,352,203,0.734,0.6835,0.3942,1082.0,521.0,289.0,13.0,36.0,2.0,112.0,109.0,231.0,477.0,825.0,409.0,248.0,10.0,26.0,136.0,388.0,561.0,0.4815,0.2671,0.2135,0.0333,0.5185,0.7625,13.133443289756265,11.0,36.160847782953184,42.66978049899238,28.376450495889568,18.03749023890826,23.756820482554517,6.061186806800058,0.06,0.1363,5,2,4,17,16,28,18,90,1,3,11,19,17,31,21,103,33,43,40,65,85,75,37,378,7,22,17,50,64,32,11,203,178.0,198.0,207.0,145.0,376.0,0.4734042553191489,0.526595744680851,-0.05319148936170209,competitive,Harris,0.526595744680851,0.4734042553191489,0.5706382978723404,0.42936170212765956,0.734,0.44,0.0873,-0.294,0.0933
CATAWBA,11,COLLEGE PARK,1100.0,936,164,212,295,424,4,1,826,102,14,3,47,438,556,173,213,108,105,159,142,200,754,669,477,0.8056,0.7147,0.5096,2024.0,1511.0,260.0,11.0,30.0,2.0,87.0,123.0,163.0,1486.0,1819.0,1396.0,241.0,10.0,24.0,119.0,1376.0,513.0,0.7465,0.1285,0.0805,0.0148,0.2535,0.8987,403.9291930011387,343.0,82.45861552356126,63.81438145480663,73.76173362151847,57.86903071566876,149.84220850397037,172.93229274748953,0.3678,0.2939,6,17,16,30,48,59,72,248,7,9,19,40,40,56,58,229,100,93,64,104,131,126,136,754,31,34,54,98,95,107,58,477,362.0,436.0,493.0,260.0,798.0,0.45363408521303256,0.5463659147869674,-0.09273182957393483,competitive,Harris,0.5463659147869674,0.45363408521303256,0.5785463659147869,0.421453634085213,0.8056,0.578,0.1326,-0.2276,0.1792
CATAWBA,12,KENWORTH,1722.0,1321,401,551,216,543,10,1,635,693,33,3,125,678,840,178,320,288,241,276,237,182,986,929,614,0.7464,0.7033,0.4648,2513.0,892.0,982.0,34.0,95.0,2.0,292.0,216.0,484.0,836.0,1980.0,751.0,819.0,28.0,58.0,302.0,722.0,1621.0,0.355,0.3908,0.1926,0.0378,0.645,0.7879,306.7792271637004,261.0,167.03748756676086,179.01339281893377,171.6515935432694,146.88567548249128,200.5035309203056,115.89020335326853,0.1922,0.1983,6,25,9,24,37,54,50,205,3,17,16,30,44,59,55,224,78,144,118,139,202,193,112,986,46,62,82,106,145,130,43,614,287.0,689.0,710.0,232.0,976.0,0.29405737704918034,0.7059426229508197,-0.41188524590163933,safe,Harris,0.7059426229508197,0.29405737704918034,0.6423770491803279,0.35762295081967216,0.7464,0.4382,0.0791,-0.3082,0.2584
CATAWBA,13,GREENMONT,1667.0,1256,411,369,326,549,9,3,863,409,29,4,169,668,808,215,333,265,224,286,189,155,959,873,476,0.7635,0.6951,0.379,3021.0,1481.0,754.0,23.0,99.0,2.0,299.0,363.0,545.0,1421.0,2311.0,1259.0,556.0,17.0,79.0,353.0,1219.0,1540.0,0.4902,0.2496,0.1804,0.0328,0.5098,0.765,322.66921941811154,274.0,471.68729787764045,371.14742444168525,465.7698195779905,317.38591793153694,359.16563678021544,184.07106497300444,0.0982,0.1653,12,13,20,22,42,38,40,187,10,11,17,24,29,35,36,162,95,135,138,162,181,151,97,959,24,54,67,113,99,98,21,476,486.0,488.0,541.0,390.0,974.0,0.4989733059548255,0.5010266940451745,-0.002053388090349051,tossup,Harris,0.5010266940451745,0.4989733059548255,0.5604106776180698,0.43958932238193016,0.7635,0.4419,0.0991,-0.3216,0.1116
CATAWBA,14,OAKWOOD,1544.0,1392,152,268,506,612,5,1,1373,44,18,1,20,668,789,124,207,258,194,291,224,246,1277,1190,888,0.9174,0.8549,0.6379,2188.0,1835.0,101.0,12.0,44.0,4.0,49.0,143.0,123.0,1815.0,1781.0,1519.0,77.0,11.0,34.0,89.0,1501.0,353.0,0.8387,0.0462,0.0562,0.0201,0.1613,0.814,119.63414321843818,102.0,154.97167570579262,157.2404997951387,140.59055026024004,182.97463005510008,242.91677333738252,119.8351968451509,0.0877,0.2659,5,16,52,48,106,108,110,445,3,27,80,77,129,111,108,535,105,142,204,194,253,191,188,1277,37,116,106,213,185,152,79,888,630.0,637.0,742.0,470.0,1267.0,0.4972375690607735,0.5027624309392266,-0.00552486187845308,tossup,Harris,0.5027624309392266,0.4972375690607735,0.5611049723756907,0.43889502762430943,0.9174,0.8468,0.0822,-0.0706,0.2984
CATAWBA,15,RIDGEVIEW,735.0,549,186,301,42,199,6,1,114,452,8,0,55,298,335,75,124,110,119,140,105,62,373,363,210,0.6794,0.6612,0.3825,1155.0,153.0,764.0,9.0,29.0,0.0,87.0,113.0,142.0,147.0,822.0,130.0,572.0,8.0,14.0,82.0,126.0,1002.0,0.1325,0.6615,0.1229,0.0251,0.8675,0.7117,31.831108230317174,27.0,74.33061953647064,46.874145450117844,66.3532173510298,41.59537207986048,28.258977600940394,33.2683009141557,0.0731,0.1414,1,4,1,9,14,18,15,62,3,6,5,12,23,29,14,92,22,48,37,62,92,71,41,373,9,20,20,41,73,37,10,210,37.0,322.0,311.0,39.0,359.0,0.10306406685236769,0.8969359331476323,-0.7938718662952646,safe,Harris,0.8969359331476323,0.10306406685236769,0.7187743732590529,0.2812256267409471,0.6794,0.2933,0.059,-0.3861,0.12
CATAWBA,16,HIGHLAND,2795.0,2297,498,511,835,934,15,2,1984,335,38,3,198,1117,1426,246,624,425,360,433,367,340,1893,1652,977,0.8241,0.7192,0.4253,4587.0,2989.0,597.0,47.0,175.0,3.0,413.0,363.0,690.0,2892.0,3719.0,2606.0,473.0,26.0,127.0,449.0,2546.0,1598.0,0.6516,0.1302,0.1504,0.0382,0.3484,0.8108,769.7395424689166,654.0,876.3501763304062,342.31838585419365,443.7758383493724,632.2122612924833,269.26282964074716,408.0366962021592,0.1642,0.1444,10,35,39,49,85,86,99,403,10,45,47,34,70,87,67,360,163,328,259,275,329,304,235,1893,65,109,125,174,225,191,88,977,1088.0,810.0,953.0,838.0,1898.0,0.5732349841938883,0.4267650158061117,0.1464699683877766,lean,Trump,0.4267650158061117,0.5732349841938883,0.5307060063224447,0.4692939936775553,0.8241,0.6626,0.0861,-0.1615,0.2642
CATAWBA,17,LONGVIEW NORTH,1821.0,1422,399,320,504,586,11,1,1153,218,55,3,197,762,875,212,343,259,242,298,292,175,1118,1033,581,0.7862,0.7264,0.4086,3404.0,2027.0,458.0,24.0,192.0,5.0,380.0,318.0,611.0,1921.0,2609.0,1709.0,303.0,19.0,132.0,407.0,1637.0,1377.0,0.5955,0.1345,0.1795,0.0564,0.4045,0.7665,374.57488512041226,318.0,620.099518697639,322.26804230841225,498.05860713802764,516.5962515990086,557.0399780752025,169.22716711840982,0.0982,0.1904,9,20,12,19,44,76,33,213,6,10,6,19,45,73,36,195,99,142,139,168,244,218,108,1118,39,45,70,130,163,89,45,581,703.0,432.0,494.0,576.0,1135.0,0.6193832599118942,0.38061674008810575,0.2387665198237885,safe,Trump,0.38061674008810575,0.6193832599118942,0.5122466960352423,0.4877533039647577,0.7862,0.467,0.0886,-0.3192,0.184
CATAWBA,19,LONGVIEW SOUTH,1240.0,1052,188,228,413,403,8,0,811,155,47,1,103,549,573,138,201,170,164,201,200,166,845,779,477,0.8032,0.7405,0.4534,1852.0,1178.0,248.0,10.0,150.0,3.0,125.0,138.0,248.0,1119.0,1499.0,1002.0,196.0,10.0,105.0,169.0,962.0,674.0,0.6361,0.1339,0.1339,0.081,0.3639,0.8094,106.6172093582077,91.0,173.86472157305602,151.0669764351234,261.09092280662077,168.27938827147477,205.91448545089418,100.45465286591859,0.0736,0.2114,10,13,10,26,50,59,48,216,2,6,13,20,34,33,28,136,59,109,109,109,171,164,124,845,17,39,53,94,139,82,53,477,562.0,295.0,333.0,459.0,857.0,0.6557759626604434,0.3442240373395566,0.31155192532088677,safe,Trump,0.3442240373395566,0.6557759626604434,0.49768961493582264,0.5023103850641774,0.8032,0.4275,0.0698,-0.3757,0.1232
CATAWBA,20,MAIDEN,3736.0,3305,431,437,1637,1211,18,2,2971,282,52,3,155,1602,1836,405,653,525,561,633,510,449,2789,2524,1466,0.8439,0.7637,0.4436,5017.0,3909.0,348.0,19.0,132.0,3.0,226.0,380.0,474.0,3807.0,3906.0,3138.0,281.0,11.0,81.0,307.0,3089.0,1108.0,0.7792,0.0694,0.0945,0.0263,0.2208,0.7786,276.86039735165883,235.0,687.1824429056209,536.4873710927465,618.3344932676059,798.1118863058501,508.9800825030455,415.8111633973126,0.0611,0.2042,24,54,60,104,142,136,134,654,12,32,25,44,79,70,78,340,258,413,376,476,541,407,318,2789,92,133,215,301,339,274,112,1466,2102.0,622.0,797.0,1778.0,2724.0,0.7716593245227606,0.22834067547723935,0.5433186490455213,safe,Trump,0.22834067547723935,0.7716593245227606,0.4513362701908957,0.5486637298091043,0.8439,0.637,0.0925,-0.2069,0.2272
CATAWBA,21,MONOGRAM,2368.0,2128,240,198,1150,768,11,1,2051,74,14,2,54,1064,1100,197,335,320,292,468,485,271,1781,1572,993,0.8369,0.7387,0.4666,2519.0,2255.0,84.0,11.0,15.0,1.0,19.0,134.0,85.0,2225.0,2047.0,1856.0,66.0,5.0,13.0,63.0,1830.0,264.0,0.8952,0.0333,0.0337,0.006,0.1048,0.8126,119.75737664186357,102.0,436.5863128702837,195.0859166167142,277.83199428060016,384.9299569651269,275.296993357754,90.23460021377828,0.054,0.1649,7,24,32,39,95,149,93,439,0,1,0,1,1,0,0,3,127,209,239,273,393,367,173,1781,47,91,124,228,281,173,49,993,1337.0,317.0,446.0,1112.0,1654.0,0.8083434099153567,0.19165659008464328,0.6166868198307134,safe,Trump,0.19165659008464328,0.8083434099153567,0.4366626360338573,0.5633373639661428,0.8369,0.6447,0.0713,-0.1922,0.2386
CATAWBA,22,MOUNT OLIVE,3831.0,3261,570,574,1468,1203,15,1,2796,284,172,8,247,1638,1866,364,618,568,548,626,482,625,2742,2491,1474,0.8408,0.7639,0.452,5648.0,4037.0,415.0,36.0,402.0,0.0,343.0,415.0,647.0,3943.0,4397.0,3334.0,305.0,30.0,267.0,427.0,3283.0,1611.0,0.7148,0.0735,0.1146,0.0712,0.2852,0.7785,412.73552088052526,351.0,785.6813380010192,913.8006633999711,862.4035037476932,826.7578006638507,671.6572801529035,655.7980485594003,0.0621,0.1997,22,45,62,75,131,142,170,647,2,7,16,13,24,29,41,132,222,350,401,409,495,423,442,2742,77,156,169,288,290,304,190,1474,1995.0,786.0,958.0,1644.0,2781.0,0.7173678532901834,0.2826321467098166,0.43473570658036675,safe,Trump,0.2826321467098166,0.7173678532901834,0.47305285868392666,0.5269471413160733,0.8408,0.6099,0.081,-0.2309,0.2115
CATAWBA,23,MOUNTAIN VIEW #1,4335.0,3909,426,517,1846,1533,11,2,3536,215,95,6,127,1881,2122,463,553,619,696,797,688,519,3418,3114,1976,0.8744,0.7966,0.5055,5644.0,4763.0,277.0,18.0,219.0,4.0,98.0,265.0,213.0,4703.0,4358.0,3770.0,222.0,16.0,145.0,120.0,3743.0,881.0,0.8439,0.0491,0.0377,0.0388,0.1561,0.7721,224.14194029624628,191.0,327.39312796974616,756.1169749810969,565.410322814076,656.2560150684782,346.07318120525326,290.967000723296,0.0545,0.1548,40,42,81,133,199,277,171,943,4,5,9,14,13,16,13,74,288,373,499,641,671,593,353,3418,79,186,292,443,490,376,110,1976,2429.0,993.0,1221.0,2049.0,3422.0,0.7098188194038574,0.2901811805961426,0.41963763880771476,safe,Trump,0.2901811805961426,0.7098188194038574,0.47607247223845706,0.5239275277615429,0.8744,0.622,0.0843,-0.2524,0.1706
CATAWBA,24,MOUNTAIN VIEW #2,4183.0,3671,512,474,1907,1272,18,0,3458,173,86,5,118,1863,1991,469,561,583,600,756,710,504,3204,2958,1856,0.8728,0.8058,0.5056,5653.0,4714.0,230.0,25.0,271.0,3.0,106.0,304.0,268.0,4633.0,4399.0,3780.0,176.0,13.0,183.0,161.0,3732.0,939.0,0.8339,0.0407,0.0474,0.0479,0.1661,0.7782,354.2409230656375,301.0,538.2696140226706,601.2822650787496,1089.808222502817,1011.0448272429021,851.9825032547782,471.14012098432187,0.0534,0.1996,19,29,91,91,218,242,203,893,0,4,1,4,14,8,3,34,282,352,423,544,661,592,350,3204,66,188,228,404,500,346,124,1856,2452.0,811.0,1029.0,2063.0,3263.0,0.7514557155991419,0.2485442844008581,0.5029114311982839,safe,Trump,0.2485442844008581,0.7514557155991419,0.45941771376034324,0.5405822862396568,0.8728,0.6013,0.088,-0.2715,0.1407
CATAWBA,25,NORTH NEWTON,2323.0,1873,450,384,694,781,13,1,1441,283,75,6,266,945,1127,290,472,337,324,340,320,240,1462,1347,687,0.7806,0.7192,0.3668,3829.0,2298.0,387.0,40.0,161.0,0.0,592.0,351.0,902.0,2179.0,2981.0,1928.0,313.0,26.0,117.0,573.0,1858.0,1531.0,0.6002,0.1011,0.2356,0.042,0.3998,0.7785,239.34614713647292,203.0,248.19637238885218,366.35262037034846,206.9117286554749,314.78577696249573,211.22646035705014,185.49815320002483,0.1072,0.1777,13,41,27,41,72,75,60,329,4,25,28,44,64,69,51,285,134,247,183,237,254,256,151,1462,39,66,102,134,157,135,54,687,945.0,517.0,570.0,795.0,1462.0,0.646374829001368,0.353625170998632,0.292749658002736,safe,Trump,0.353625170998632,0.646374829001368,0.5014500683994528,0.4985499316005472,0.7806,0.4621,0.0917,-0.3185,0.1345
CATAWBA,26,OAKLAND HEIGHTS,1908.0,1633,275,309,631,680,12,1,1616,78,23,2,60,801,969,156,296,234,259,321,350,292,1461,1339,952,0.8947,0.82,0.583,2414.0,2047.0,133.0,6.0,49.0,1.0,45.0,133.0,135.0,2019.0,1946.0,1698.0,94.0,5.0,35.0,75.0,1690.0,367.0,0.848,0.0551,0.0559,0.0203,0.152,0.8061,185.70234153883936,158.0,424.6204119938721,294.41968018544696,151.05763603451896,302.1714807330223,292.6632218571905,273.1853331339873,0.0758,0.231,8,20,24,43,83,128,107,413,11,33,35,66,81,161,107,494,120,173,170,224,268,308,198,1461,46,81,114,193,231,203,84,952,800.0,676.0,808.0,580.0,1476.0,0.5420054200542005,0.45799457994579945,0.08401084010840104,competitive,Trump,0.45799457994579945,0.5420054200542005,0.5431978319783198,0.4568021680216802,0.8947,0.7692,0.0821,-0.1255,0.2949
CATAWBA,27,OXFORD,4156.0,3649,507,451,1929,1256,13,0,3359,137,179,3,130,1888,1927,402,645,576,571,818,632,512,3133,2839,1646,0.8586,0.778,0.4511,5888.0,4674.0,201.0,24.0,476.0,2.0,197.0,314.0,356.0,4610.0,4655.0,3823.0,155.0,18.0,326.0,213.0,3797.0,1214.0,0.7938,0.0341,0.0605,0.0808,0.2062,0.7906,314.9171707105746,268.0,628.2977352278248,536.2989692083314,660.6011386619233,992.8943089783874,656.5946351907513,728.0199257140616,0.0565,0.2485,20,54,62,86,177,189,174,762,0,1,1,2,7,11,9,31,276,374,412,504,685,516,366,3133,66,136,216,349,440,335,104,1646,2551.0,636.0,808.0,2217.0,3187.0,0.8004392845936618,0.19956071540633824,0.6008785691873235,safe,Trump,0.19956071540633824,0.8004392845936618,0.43982428616253527,0.5601757138374648,0.8586,0.6866,0.0881,-0.172,0.1642
CATAWBA,28,ST STEPHENS #1,3532.0,2875,657,500,1247,1115,12,1,2310,303,118,3,483,1545,1672,435,600,528,504,527,519,419,2319,2105,1236,0.8066,0.7322,0.4299,6067.0,3398.0,447.0,108.0,293.0,3.0,1279.0,539.0,1906.0,3152.0,4400.0,2755.0,281.0,64.0,191.0,1187.0,2612.0,2669.0,0.5601,0.0737,0.3142,0.0483,0.4399,0.7252,490.7960652718955,417.0,576.6588127589487,1052.8896547032884,629.6490177079047,580.8027303337959,611.319403386885,413.2067478846257,0.0823,0.1718,17,31,45,58,96,136,102,485,4,8,9,9,11,9,11,61,215,283,315,373,419,417,297,2319,53,119,154,244,302,252,112,1236,1555.0,714.0,868.0,1290.0,2269.0,0.6853239312472454,0.3146760687527545,0.37064786249449094,safe,Trump,0.3146760687527545,0.6853239312472454,0.4858704275011018,0.5141295724988982,0.8066,0.4943,0.0927,-0.3123,0.1218
CATAWBA,29,ST STEPHENS #2,4776.0,4244,532,534,2046,1639,22,3,3889,172,89,5,260,2173,2251,570,680,612,687,825,794,608,3678,3269,2090,0.8666,0.7703,0.4925,6691.0,5096.0,183.0,70.0,237.0,2.0,421.0,682.0,1015.0,4926.0,5129.0,4101.0,140.0,44.0,164.0,610.0,4010.0,1595.0,0.7616,0.0274,0.1517,0.0354,0.2384,0.7666,693.1704267563842,589.0,624.782201708001,1432.3022251925377,1282.0645896095498,1116.8984451668903,891.6429968839703,613.9953230421182,0.0772,0.1676,23,36,68,114,190,270,209,910,5,4,13,32,41,65,35,195,352,403,485,611,733,661,433,3678,98,171,279,456,553,376,157,2090,2709.0,1024.0,1345.0,2164.0,3733.0,0.7256897937315832,0.27431020626841685,0.4513795874631663,safe,Trump,0.27431020626841685,0.7256897937315832,0.46972408250736675,0.5302759174926333,0.8666,0.6175,0.0957,-0.2491,0.1719
CATAWBA,30,SANDY RIDGE,4224.0,3456,768,733,1331,1372,17,3,2911,449,145,5,355,1760,2112,487,803,603,545,629,558,599,2835,2493,1504,0.8203,0.7214,0.4352,6482.0,4419.0,617.0,42.0,384.0,2.0,428.0,590.0,898.0,4247.0,5090.0,3681.0,447.0,35.0,272.0,613.0,3573.0,2063.0,0.6817,0.0952,0.1385,0.0592,0.3183,0.7853,430.07501353222256,366.0,813.0216357635835,718.739005595084,445.7450157140036,985.1137340856452,460.6898562458163,604.1574929240024,0.0782,0.1936,17,42,44,64,114,162,165,608,11,29,39,34,53,73,55,294,262,395,388,439,492,445,414,2835,74,161,189,301,324,284,171,1504,1731.0,1120.0,1305.0,1391.0,2851.0,0.6071553840757629,0.3928446159242371,0.21431076815152578,safe,Trump,0.3928446159242371,0.6071553840757629,0.5171378463696948,0.48286215363030516,0.8203,0.538,0.0924,-0.2823,0.152
CATAWBA,31,SHERRILLS FORD,6384.0,5759,625,736,2904,2083,34,2,5369,318,46,9,177,2808,2967,526,1000,855,852,1317,1108,726,4912,4016,2432,0.8529,0.6973,0.4223,6123.0,5481.0,213.0,16.0,52.0,3.0,42.0,316.0,193.0,5413.0,5000.0,4519.0,180.0,9.0,42.0,140.0,4469.0,642.0,0.8951,0.0348,0.0315,0.0085,0.1049,0.8166,341.2514366762188,290.0,830.3409915862608,775.9813726338177,1197.3487547388977,1434.1643329901674,1004.1693792507508,425.4338781106988,0.0475,0.1992,18,58,74,107,287,330,252,1126,0,2,1,4,0,1,2,10,377,680,631,780,1108,843,493,4912,116,208,310,548,635,482,133,2432,3533.0,1223.0,1605.0,2822.0,4756.0,0.7428511354079058,0.2571488645920942,0.48570227081581163,safe,Trump,0.2571488645920942,0.7428511354079058,0.46285954583683764,0.5371404541631624,0.8529,0.7167,0.0768,-0.1362,0.2205
