county_desc,precinct_abbrv,precinct_desc,reg_total,reg_active,reg_inactive,party_dem,party_rep,party_unaf,party_lib,party_other,race_white,race_black,race_asian,race_aian,eth_hispanic,gender_male,gender_female,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75plus,total_votes_g2024,total_votes_g2020,total_votes_g2018,turnout_rate_g2024,turnout_rate_g2020,turnout_rate_g2018,pop_total,pop_18_24,pop_voting_age,est_vap_total,est_vap_youth,pop_white_alone,pop_black_alone,pop_hispanic,pop_asian_alone,pop_nonwhite,pct_white,pct_black,pct_hispanic,pct_18_24,pct_65plus,tv_18_24_p2026,tv_25_34_p2026,tv_total_p2026,tv_18_24_g2025,tv_25_34_g2025,tv_total_g2025,tv_18_24_g2024,tv_25_34_g2024,tv_total_g2024,tv_18_24_g2018,tv_25_34_g2018,tv_total_g2018,v_trump_2024,v_harris_2024,v_stein_gov_2024,v_robinson_gov_2024,two_pty_2024,precinct_rep_pct,precinct_dem_pct,precinct_margin,competitiveness,winner_2024,youth_dem_pct_raw,youth_rep_pct_raw,youth_dem_pct,youth_rep_pct,overall_turnout_2024,youth_turnout_2024,youth_share_2024,youth_turnout_gap,youth_turnout_2018,youth_nonvoters,new_youth_voters,new_dem_raw,new_rep_raw,sim_trump_raw,sim_harris_raw,sim_total_raw,sim_margin_raw,sim_winner_raw,new_dem_blend,new_rep_blend,sim_trump_blend,sim_harris_blend,sim_total_blend,sim_margin_blend,sim_winner_blend,flipped_raw,flipped_blend
CABARRUS,02-01,02-01,4039.0,3446,593,944,1159,1322,17,4,2392,881,95,4,280,1597,2033,319,687,740,528,711,557,497,2882,2566,1561,0.8363,0.7446,0.453,5822.745875280025,372.691285036824,4353.4030071301695,4949.0,317.0,3202.1818718464974,818.2609053406695,1708.3307393782968,202.4357242648857,2620.564003433527,0.5499,0.1405,0.2934,0.064,0.1798,17,31,630,24,43,674,214,425,2882,84,189,1561,1460.0,1352.0,1514.0,1111.0,2812.0,0.519203413940256,0.4807965860597439,0.038406827880512,tossup,Trump,0.4807965860597439,0.519203413940256,0.5523186344238976,0.4476813655761024,0.8363,0.6708,0.0743,-0.1655,0.2633,105,10.0,5.0,5.0,1465.0,1357.0,2822.0,3.8270729978738482,Trump,6.0,4.0,1464.0,1358.0,2822.0,3.7562012756909993,Trump,False,False
CABARRUS,02-02,02-02,4917.0,4227,690,1216,1285,1701,18,7,2719,1150,108,9,425,1991,2464,617,863,763,720,777,558,619,3521,3213,2027,0.833,0.7601,0.4795,5102.899634596434,248.9926436650501,3645.098208749999,4337.0,212.0,3102.483799425916,547.8211558005837,859.7158868711474,545.3791324624685,2000.415835170519,0.608,0.1074,0.1685,0.0488,0.159,30,46,837,33,53,860,351,471,3521,139,213,2027,1695.0,1793.0,1974.0,1272.0,3488.0,0.4859518348623853,0.5140481651376146,-0.0280963302752293,tossup,Harris,0.5140481651376146,0.4859518348623853,0.5656192660550459,0.4343807339449541,0.833,0.5689,0.0997,-0.2641,0.2253,266,27.0,14.0,13.0,1708.0,1807.0,3515.0,-2.8165007112375533,Harris,15.0,12.0,1707.0,1808.0,3515.0,-2.8733997155049784,Harris,False,False
CABARRUS,02-03,02-03,7208.0,6206,1002,1797,1947,2427,30,5,4120,1801,145,12,407,3047,3474,843,1314,1169,1202,1195,847,638,5175,4501,2679,0.8339,0.7253,0.4317,12317.94713694694,1047.4444896528892,9258.785409159957,10470.0,890.0,7152.803963480999,3349.19340411398,1226.461220297857,445.2475449622504,5165.143173465943,0.5807,0.2719,0.0996,0.085,0.1268,38,73,1059,35,76,943,548,770,5175,161,323,2679,2621.0,2575.0,2869.0,1993.0,5196.0,0.5044264819091608,0.4955735180908391,0.0088529638183217,tossup,Trump,0.4955735180908391,0.5044264819091608,0.5582294072363356,0.4417705927636643,0.8339,0.6501,0.1059,-0.1838,0.191,295,30.0,15.0,15.0,2636.0,2590.0,5226.0,0.8802143130501339,Trump,17.0,13.0,2634.0,2592.0,5226.0,0.8036739380022963,Trump,False,False
CABARRUS,02-05,02-05,4781.0,4180,601,1070,1468,1618,21,3,3110,911,106,12,209,2032,2338,531,673,686,766,873,705,547,3537,3273,2209,0.8462,0.783,0.5285,6027.187805873003,323.9594813660094,4722.330049659139,5123.0,275.0,4254.017219241134,1137.3918959215273,385.4246798538359,91.1331132925773,1773.1705866318696,0.7058,0.1887,0.0639,0.0537,0.1551,24,40,905,26,50,1036,315,404,3537,104,201,2209,1856.0,1701.0,1988.0,1358.0,3557.0,0.5217880236154062,0.4782119763845938,0.0435760472308124,tossup,Trump,0.4782119763845938,0.5217880236154062,0.5512847905538375,0.4487152094461625,0.8462,0.5932,0.0891,-0.253,0.1959,216,22.0,11.0,11.0,1867.0,1712.0,3579.0,4.330818664431405,Trump,12.0,10.0,1866.0,1713.0,3579.0,4.274937133277452,Trump,False,False
CABARRUS,02-06,02-06,4009.0,3275,734,1152,807,1295,19,2,1849,1379,60,8,305,1565,2050,460,864,701,584,607,447,346,2623,2390,1366,0.8009,0.7298,0.4171,6136.29597326931,395.268865866656,3792.564802639592,5216.0,336.0,2868.4179670484946,2692.3107512253227,862.3283590830188,148.36420972435567,3267.878006220816,0.4675,0.4388,0.1405,0.0644,0.1113,17,34,499,22,46,528,243,465,2623,107,181,1366,1137.0,1504.0,1595.0,855.0,2641.0,0.4305187429004165,0.5694812570995835,-0.138962514199167,lean,Harris,0.5694812570995835,0.4305187429004165,0.5877925028398334,0.4122074971601666,0.8009,0.5283,0.0926,-0.2726,0.2326,217,22.0,13.0,9.0,1146.0,1517.0,2663.0,-13.931656027037176,Harris,13.0,9.0,1146.0,1517.0,2663.0,-13.931656027037176,Harris,False,False
CABARRUS,02-07,02-07,3851.0,3230,621,760,1132,1319,16,3,2653,656,79,10,135,1585,1958,357,681,628,573,651,546,415,2907,2633,1781,0.9,0.8152,0.5514,4587.713822235765,401.2980768056031,3662.351892605877,3900.0,341.0,3412.039209522354,807.3906236060178,158.54155506977776,213.1542080543844,1175.6746127134118,0.7437,0.176,0.0346,0.0875,0.1757,21,36,761,18,50,825,263,403,2907,95,194,1781,1462.0,1482.0,1698.0,1067.0,2944.0,0.4966032608695652,0.5033967391304348,-0.0067934782608695,tossup,Harris,0.5033967391304348,0.4966032608695652,0.5613586956521739,0.4386413043478261,0.9,0.7367,0.0905,-0.1633,0.2661,94,9.0,5.0,4.0,1466.0,1487.0,2953.0,-0.7111412123264477,Harris,5.0,4.0,1466.0,1487.0,2953.0,-0.7111412123264477,Harris,False,False
CABARRUS,02-08,02-08,8584.0,7487,1097,2141,1895,3398,45,8,4417,1913,671,43,460,3601,4124,1272,1260,1590,2028,1243,687,504,6134,5118,2943,0.8193,0.6836,0.3931,13310.859426788404,951.5058846527644,9313.035600030176,11314.0,809.0,6849.917491125937,1886.6574385433648,896.6146009911943,3175.1678453531267,6460.941935662468,0.5146,0.1417,0.0674,0.0715,0.0656,58,70,1092,55,73,916,748,681,6134,168,319,2943,2863.0,3298.0,3699.0,2111.0,6161.0,0.4646972894010712,0.5353027105989288,-0.0706054211978575,competitive,Harris,0.5353027105989288,0.4646972894010712,0.5741210842395715,0.4258789157604284,0.8193,0.5881,0.1219,-0.2312,0.1321,524,52.0,28.0,24.0,2887.0,3326.0,6213.0,-7.065829711894415,Harris,30.0,22.0,2885.0,3328.0,6213.0,-7.130210848221472,Harris,False,False
CABARRUS,02-09,02-09,8643.0,7544,1099,2221,1592,3693,32,6,4054,1933,986,77,351,3688,4037,1307,1253,1427,2261,1491,525,379,6247,5231,3209,0.8281,0.6934,0.4254,13818.396798574488,1148.4875325556477,9437.787256547965,11746.0,976.0,5926.345883558022,2638.4196256934124,764.0,3722.553305710597,7892.050915016465,0.4289,0.1909,0.0553,0.0831,0.0388,76,71,1239,72,70,1289,821,670,6247,191,326,3209,2441.0,3838.0,4222.0,1746.0,6279.0,0.388756171364867,0.6112438286351329,-0.2224876572702659,safe,Harris,0.6112438286351329,0.388756171364867,0.6044975314540532,0.3955024685459468,0.8281,0.6282,0.1314,-0.1999,0.1461,486,49.0,30.0,19.0,2460.0,3868.0,6328.0,-22.25031605562579,Harris,30.0,19.0,2460.0,3868.0,6328.0,-22.25031605562579,Harris,False,False
CABARRUS,03-00,03-00,6345.0,5720,625,1186,2213,2288,30,3,4551,778,196,14,212,2785,2992,767,736,1152,1360,1061,728,541,4881,4405,2659,0.8533,0.7701,0.4649,10088.407889748092,767.1401786817098,7502.772870248053,8575.0,652.0,6293.412734346654,960.0122058619894,1172.2967786577544,744.9999999999999,3794.995155401437,0.6238,0.0952,0.1162,0.076,0.1498,30,18,853,17,14,437,485,423,4881,115,281,2659,2943.0,1921.0,2261.0,2252.0,4864.0,0.6050575657894737,0.3949424342105263,0.2101151315789473,safe,Trump,0.3949424342105263,0.6050575657894737,0.5179769736842106,0.4820230263157894,0.8533,0.6323,0.0994,-0.221,0.1499,282,28.0,11.0,17.0,2960.0,1932.0,4892.0,21.013900245298448,Trump,15.0,13.0,2956.0,1936.0,4892.0,20.850367947669664,Trump,False,False
CABARRUS,04-01,04-01,3490.0,2911,579,930,812,1143,22,4,1831,1066,36,8,205,1341,1767,346,720,647,498,494,439,346,2326,2072,1286,0.799,0.7118,0.4418,3840.670928982492,293.79324670581514,2900.025258273604,3265.0,250.0,2136.3969957286963,1115.9323799035294,221.25528932359148,170.48298921597882,1704.2739332537958,0.5563,0.2906,0.0576,0.0765,0.2164,17,34,460,18,59,596,210,420,2326,99,176,1286,1112.0,1180.0,1309.0,816.0,2292.0,0.4851657940663176,0.5148342059336823,-0.0296684118673647,tossup,Harris,0.5148342059336823,0.4851657940663176,0.565933682373473,0.434066317626527,0.799,0.6069,0.0903,-0.1921,0.2861,136,14.0,7.0,7.0,1119.0,1187.0,2306.0,-2.9488291413703385,Harris,8.0,6.0,1118.0,1188.0,2306.0,-3.0355594102341716,Harris,False,False
CABARRUS,04-03,04-03,3051.0,2626,425,893,863,848,18,4,1693,859,16,5,204,1252,1521,287,566,492,409,499,437,361,2159,2002,1285,0.8222,0.7624,0.4893,4663.9215794606125,342.3214173999242,3754.6870038935754,3964.0,291.0,1589.697334804432,1840.3895035864075,1273.110952731037,112.52809245581012,3074.2242446561804,0.3408,0.3946,0.273,0.0734,0.1475,12,30,524,16,63,698,184,337,2159,81,152,1285,1141.0,1057.0,1167.0,925.0,2198.0,0.5191082802547771,0.4808917197452229,0.0382165605095541,tossup,Trump,0.4808917197452229,0.5191082802547771,0.5523566878980892,0.4476433121019108,0.8222,0.6411,0.0852,-0.1811,0.2822,103,10.0,5.0,5.0,1146.0,1062.0,2208.0,3.804347826086957,Trump,6.0,4.0,1145.0,1063.0,2208.0,3.713768115942029,Trump,False,False
CABARRUS,04-08,04-08,2437.0,2090,347,620,616,841,11,2,1310,669,52,7,144,987,1220,246,559,491,383,328,262,168,1613,1353,766,0.7718,0.6474,0.3665,3006.611412439836,212.60952879128516,2240.966492625508,2556.0,181.0,1729.122624566253,906.004546096898,171.94296785211588,89.91029043959858,1277.4887878735829,0.5751,0.3013,0.0572,0.0707,0.0867,8,40,348,7,47,326,146,336,1613,56,114,766,806.0,781.0,867.0,623.0,1587.0,0.5078764965343415,0.4921235034656585,0.015752993068683,tossup,Trump,0.4921235034656585,0.5078764965343415,0.5568494013862634,0.4431505986137366,0.7718,0.5935,0.0905,-0.1783,0.2276,100,10.0,5.0,5.0,811.0,786.0,1597.0,1.5654351909830932,Trump,6.0,4.0,810.0,787.0,1597.0,1.440200375704446,Trump,False,False
CABARRUS,04-09,04-09,4767.0,4302,465,1069,1636,1561,33,3,3102,945,97,6,192,1989,2334,479,830,768,781,851,573,485,3666,3188,2036,0.8522,0.7411,0.4733,6258.299652357016,323.5820541313168,5027.88926717567,5320.0,275.0,4138.407041844462,1302.8942280692222,367.7355567987189,171.35651913277894,2119.892610512554,0.6613,0.2082,0.0588,0.0517,0.2446,29,43,808,20,56,647,329,538,3666,118,245,2036,2100.0,1520.0,1738.0,1636.0,3620.0,0.580110497237569,0.4198895027624309,0.1602209944751381,lean,Trump,0.4198895027624309,0.580110497237569,0.5279558011049724,0.4720441988950276,0.8522,0.6868,0.0897,-0.1654,0.2463,150,15.0,6.0,9.0,2109.0,1526.0,3635.0,16.038514442916092,Trump,8.0,7.0,2107.0,1528.0,3635.0,15.928473177441541,Trump,False,False
CABARRUS,04-11,04-11,3816.0,3148,668,965,985,1166,31,1,2246,863,30,5,310,1518,1886,364,917,630,492,597,476,340,2521,2300,1397,0.8008,0.7306,0.4438,5594.727454323767,389.3592482406572,4452.482489910383,4756.0,331.0,3299.626531303165,1173.95724843046,840.1212925654781,167.99708450495788,2295.1009230206023,0.5898,0.2098,0.1502,0.0696,0.1464,16,47,427,27,77,658,235,500,2521,131,177,1397,1308.0,1195.0,1317.0,1015.0,2503.0,0.522572912504994,0.477427087495006,0.045145825009988,tossup,Trump,0.477427087495006,0.522572912504994,0.5509708349980024,0.4490291650019976,0.8008,0.6456,0.0932,-0.1552,0.3599,129,13.0,6.0,7.0,1315.0,1201.0,2516.0,4.531001589825119,Trump,7.0,6.0,1314.0,1202.0,2516.0,4.451510333863275,Trump,False,False
CABARRUS,04-12,04-12,5076.0,4205,871,1562,1061,1546,30,6,2325,1693,38,6,474,1925,2602,622,1077,887,713,770,586,421,3270,3089,1831,0.7776,0.7346,0.4354,6744.783169971838,528.6231262987563,5286.043169406282,5733.0,449.0,3707.6910686883584,2113.8584768972883,746.8783811961385,112.71839282962036,3037.09210128348,0.5497,0.3134,0.1107,0.0784,0.1476,26,54,593,29,94,801,316,599,3270,166,230,1831,1449.0,1878.0,1965.0,1169.0,3327.0,0.4355275022542831,0.5644724977457168,-0.1289449954914336,lean,Harris,0.5644724977457168,0.4355275022542831,0.5857889990982867,0.4142110009017132,0.7776,0.508,0.0966,-0.2696,0.2669,306,31.0,17.0,14.0,1463.0,1895.0,3358.0,-12.864800476474091,Harris,18.0,13.0,1462.0,1896.0,3358.0,-12.92435973793925,Harris,False,False
CABARRUS,04-13,04-13,5659.0,4928,731,1224,1860,1811,32,1,3733,989,53,9,390,2408,2783,602,993,925,777,976,801,585,4142,3848,2421,0.8405,0.7808,0.4913,7592.80705860967,732.1896015280366,6002.439664572385,6454.0,622.0,4624.056316423223,1082.2304062299982,1664.283446333389,0.0,2968.7507421864475,0.609,0.1425,0.2192,0.0964,0.1537,37,69,936,41,90,1154,362,620,4142,149,297,2421,2444.0,1744.0,2039.0,1830.0,4188.0,0.5835721107927412,0.4164278892072588,0.1671442215854823,lean,Trump,0.4164278892072588,0.5835721107927412,0.5265711556829036,0.4734288443170965,0.8405,0.6013,0.0874,-0.2392,0.2475,240,24.0,10.0,14.0,2458.0,1754.0,4212.0,16.714150047483383,Trump,13.0,11.0,2455.0,1757.0,4212.0,16.57169990503324,Trump,False,False
CABARRUS,05-00,05-00,2951.0,2647,304,378,1367,883,16,3,2423,183,27,9,84,1307,1435,264,440,425,433,541,436,412,2347,2204,1405,0.8867,0.8326,0.5308,7280.611791161325,550.0301765292497,6037.353887200177,6189.0,468.0,5450.359713922298,1045.7574541120796,536.3276501647141,59.94024309974326,1830.2520772390264,0.7486,0.1436,0.0737,0.0755,0.1722,9,28,559,2,9,63,178,298,2347,74,136,1405,1826.0,534.0,702.0,1521.0,2360.0,0.773728813559322,0.2262711864406779,0.547457627118644,safe,Trump,0.2262711864406779,0.773728813559322,0.4505084745762712,0.5494915254237288,0.8867,0.6742,0.0758,-0.2125,0.2803,86,9.0,2.0,7.0,1833.0,536.0,2369.0,54.74883917264669,Trump,4.0,5.0,1831.0,538.0,2369.0,54.579991557619245,Trump,False,False
CABARRUS,06-00,06-00,2270.0,2078,192,181,1206,685,6,0,2035,36,16,4,55,1054,1073,247,283,332,362,429,353,264,1893,1707,1129,0.911,0.8215,0.5433,2368.709124319267,197.636732813794,1991.208546123612,2013.0,168.0,2134.663624013988,33.430941832993334,59.438792924222085,79.22625061363672,234.0455003052797,0.9012,0.0141,0.0251,0.0834,0.2645,26,18,571,0,0,2,195,192,1893,39,116,1129,1622.0,287.0,427.0,1386.0,1909.0,0.8496595075955998,0.1503404924044002,0.6993190151911997,safe,Trump,0.1503404924044002,0.8496595075955998,0.4201361969617601,0.5798638030382399,0.911,0.7895,0.103,-0.1215,0.1579,52,5.0,1.0,4.0,1626.0,288.0,1914.0,69.90595611285266,Trump,2.0,3.0,1625.0,289.0,1914.0,69.80146290491118,Trump,False,False
CABARRUS,07-00,07-00,1371.0,1260,111,95,779,376,10,0,1247,6,4,2,12,630,636,146,212,213,226,237,220,117,1146,1045,704,0.9095,0.8294,0.5587,1737.6969235681174,236.9527139695442,1417.256303836007,1477.0,201.0,1448.2149636143097,178.14782716702314,58.39337204041435,29.72371235756368,289.4819599538077,0.8334,0.1025,0.0336,0.1364,0.1142,10,17,289,0,0,0,112,146,1146,42,80,704,957.0,172.0,250.0,829.0,1129.0,0.8476527900797166,0.1523472099202834,0.6953055801594332,safe,Trump,0.1523472099202834,0.8476527900797166,0.4209388839681133,0.5790611160318866,0.9095,0.7671,0.0977,-0.1424,0.2877,34,3.0,0.0,3.0,960.0,172.0,1132.0,69.6113074204947,Trump,1.0,2.0,959.0,173.0,1132.0,69.43462897526503,Trump,False,False
CABARRUS,08-00,08-00,4346.0,3959,387,431,2107,1401,20,0,3756,180,15,8,79,1910,2119,423,637,659,632,761,637,597,3488,3246,2037,0.881,0.8199,0.5145,5518.290324296433,626.2367597469258,4431.105116682089,4691.0,532.0,4969.237708428804,314.3067979336761,187.12165010881407,73.98134847621525,549.0526158676297,0.9005,0.057,0.0339,0.1135,0.2009,21,56,904,3,15,235,299,459,3488,104,230,2037,2747.0,706.0,989.0,2280.0,3453.0,0.7955401100492325,0.2044598899507674,0.5910802200984651,safe,Trump,0.2044598899507674,0.7955401100492325,0.4417839559803069,0.558216044019693,0.881,0.7069,0.0857,-0.1741,0.2459,124,12.0,2.0,10.0,2757.0,708.0,3465.0,59.134199134199136,Trump,5.0,7.0,2754.0,711.0,3465.0,58.96103896103896,Trump,False,False
CABARRUS,09-00,09-00,2993.0,2749,244,296,1495,945,11,2,2565,119,21,6,90,1358,1402,271,381,464,444,564,529,340,2451,2250,1417,0.8916,0.8185,0.5155,4685.060056204774,326.28674812584086,3441.177387603573,3982.0,277.0,3666.6280547771607,195.136698945537,528.9220971684138,200.475425956329,1018.4320014276132,0.7826,0.0417,0.1129,0.0696,0.1938,14,28,632,1,0,5,194,283,2451,57,162,1417,1982.0,452.0,633.0,1648.0,2434.0,0.8142974527526705,0.1857025472473294,0.628594905505341,safe,Trump,0.1857025472473294,0.8142974527526705,0.4342810188989318,0.5657189811010682,0.8916,0.7159,0.0792,-0.1757,0.2103,77,8.0,1.0,7.0,1989.0,453.0,2442.0,62.8992628992629,Trump,3.0,5.0,1987.0,455.0,2442.0,62.73546273546273,Trump,False,False
CABARRUS,10-00,10-00,6589.0,5916,673,1048,2838,1998,31,1,4865,756,39,16,271,2825,3100,714,1006,1101,1019,1145,921,683,5159,4621,2711,0.872,0.7811,0.4582,9637.15091603942,818.1327558648259,7555.528014361563,8192.0,695.0,7913.028618571681,847.6499198341834,521.8622578911444,127.30476012533909,1724.1222974677387,0.8211,0.088,0.0542,0.0849,0.1409,56,50,1066,11,25,410,485,706,5159,150,336,2711,3693.0,1451.0,1791.0,2983.0,5144.0,0.7179237947122862,0.2820762052877138,0.4358475894245723,safe,Trump,0.2820762052877138,0.7179237947122862,0.4728304821150855,0.5271695178849145,0.872,0.6793,0.094,-0.1927,0.2101,229,23.0,6.0,17.0,3710.0,1457.0,5167.0,43.6036384749371,Trump,11.0,12.0,3705.0,1462.0,5167.0,43.41010257402748,Trump,False,False
CABARRUS,11-01,11-01,6341.0,5216,1125,1754,1303,2120,30,9,2735,2101,67,20,631,2526,3083,900,1237,1297,1086,915,545,361,4035,3610,1997,0.7736,0.6921,0.3829,11109.95158094409,1554.5844603058383,7713.621997562644,9443.0,1321.0,4262.748967324267,3927.128616888769,1856.814945720928,114.05519344111288,6847.202613619824,0.3837,0.3535,0.1671,0.1399,0.0595,37,79,776,14,33,320,481,673,4035,132,340,1997,1778.0,2296.0,2411.0,1451.0,4074.0,0.436426116838488,0.563573883161512,-0.127147766323024,lean,Harris,0.563573883161512,0.436426116838488,0.5854295532646048,0.4145704467353952,0.7736,0.5344,0.1192,-0.2392,0.1467,419,42.0,24.0,18.0,1796.0,2320.0,4116.0,-12.730806608357629,Harris,25.0,17.0,1795.0,2321.0,4116.0,-12.779397473275026,Harris,False,False
CABARRUS,11-02,11-02,3754.0,3337,417,632,1376,1309,17,3,2812,438,37,2,160,1635,1815,367,541,608,596,691,540,411,2898,2650,1737,0.8684,0.7941,0.5205,5137.401791144207,487.5164627905921,3953.8126775601936,4367.0,414.0,4064.6413605318207,489.6655888220552,437.6036834291243,3.26894760087551,1072.7604306123856,0.7912,0.0953,0.0852,0.0949,0.1797,33,46,860,13,32,472,240,321,2898,84,208,1737,1920.0,1011.0,1223.0,1518.0,2931.0,0.6550665301944729,0.3449334698055271,0.3101330603889458,safe,Trump,0.3449334698055271,0.6550665301944729,0.4979733879222108,0.5020266120777892,0.8684,0.654,0.0828,-0.2144,0.2289,127,13.0,4.0,9.0,1929.0,1015.0,2944.0,31.046195652173914,Trump,6.0,7.0,1927.0,1017.0,2944.0,30.910326086956523,Trump,False,False
CABARRUS,12-03,12-03,2149.0,1882,267,495,641,738,6,2,1402,404,41,7,111,894,1081,212,294,272,289,378,340,364,1611,1505,1024,0.856,0.7997,0.5441,4081.978079598625,271.47277914618286,3216.1288168857564,3470.0,231.0,2747.403315189617,789.7638607546938,357.6728778596071,10.833312213181705,1334.5747644090084,0.6731,0.1935,0.0876,0.0665,0.1993,14,22,484,9,19,518,140,167,1611,56,85,1024,931.0,702.0,841.0,667.0,1633.0,0.5701163502755664,0.4298836497244335,0.1402327005511328,lean,Trump,0.4298836497244335,0.5701163502755664,0.5319534598897734,0.4680465401102265,0.856,0.6604,0.0869,-0.1956,0.2642,72,7.0,3.0,4.0,935.0,705.0,1640.0,14.02439024390244,Trump,4.0,3.0,934.0,706.0,1640.0,13.902439024390246,Trump,False,False
CABARRUS,12-04,12-04,2928.0,2417,511,740,674,976,23,4,1717,683,15,5,193,1102,1517,242,558,543,409,369,357,450,1891,1759,1078,0.7824,0.7278,0.446,5390.071321732989,386.1572109823212,3792.212901345907,4582.0,328.0,3061.0364350237087,1351.5591711040895,1738.2737386862834,0.4507532904758454,2329.0348867092807,0.5679,0.2507,0.3225,0.0716,0.1833,5,46,444,10,63,497,121,341,1891,79,144,1078,934.0,999.0,1079.0,722.0,1933.0,0.4831867563372995,0.5168132436627004,-0.0336264873254009,tossup,Harris,0.5168132436627004,0.4831867563372995,0.5667252974650802,0.4332747025349198,0.7824,0.5,0.064,-0.2824,0.3264,121,12.0,6.0,6.0,940.0,1005.0,1945.0,-3.3419023136246784,Harris,7.0,5.0,939.0,1006.0,1945.0,-3.444730077120823,Harris,False,False
CABARRUS,12-05,12-05,2173.0,1987,186,406,738,825,15,3,1798,154,11,3,59,970,1045,190,313,334,334,369,349,284,1771,1632,1134,0.8913,0.8213,0.5707,3262.3913535596416,244.16117654549876,2512.1471387936413,2773.0,208.0,2288.5666484192016,700.2255675878373,466.77449321678256,0.0,973.8247051404404,0.7015,0.2146,0.1431,0.0748,0.1121,20,27,593,24,45,701,152,208,1771,49,138,1134,1014.0,738.0,899.0,768.0,1752.0,0.5787671232876712,0.4212328767123288,0.1575342465753424,lean,Trump,0.4212328767123288,0.5787671232876712,0.5284931506849315,0.4715068493150685,0.8913,0.8,0.0858,-0.0913,0.2579,38,4.0,2.0,2.0,1016.0,740.0,1756.0,15.717539863325742,Trump,2.0,2.0,1016.0,740.0,1756.0,15.717539863325742,Trump,False,False
CABARRUS,12-08,12-08,1663.0,1328,335,426,389,504,8,1,825,362,4,6,285,692,805,244,355,240,198,251,214,161,958,930,482,0.7214,0.7003,0.363,4705.924937862918,742.7862968474682,3711.62172214134,4000.0,631.0,1537.4098315827212,773.9911293996529,2425.989930225865,3.361438321865144,3168.515106280197,0.3267,0.1645,0.5155,0.1578,0.1218,12,21,180,12,20,175,95,158,958,39,64,482,505.0,472.0,496.0,412.0,977.0,0.5168884339815762,0.4831115660184237,0.0337768679631524,tossup,Trump,0.4831115660184237,0.5168884339815762,0.5532446264073695,0.4467553735926305,0.7214,0.3893,0.0992,-0.3321,0.1598,149,15.0,7.0,8.0,513.0,479.0,992.0,3.4274193548387095,Trump,8.0,7.0,512.0,480.0,992.0,3.225806451612903,Trump,False,False
CABARRUS,12-09,12-09,3067.0,2670,397,709,894,1052,13,2,1760,730,45,2,193,1227,1530,289,538,605,503,492,373,267,2211,1999,1187,0.8281,0.7487,0.4446,4334.49369826714,261.561506185063,3235.577854013067,3684.0,222.0,3010.0107630112343,468.4757479486358,693.9528996519676,64.01090282746965,1324.4829352559054,0.6944,0.1081,0.1601,0.0603,0.1871,18,31,507,17,27,478,188,357,2211,72,162,1187,1233.0,1010.0,1162.0,950.0,2243.0,0.5497102095407935,0.4502897904592064,0.0994204190815871,competitive,Trump,0.4502897904592064,0.5497102095407935,0.5401159161836826,0.4598840838163174,0.8281,0.6505,0.085,-0.1776,0.2491,101,10.0,5.0,5.0,1238.0,1015.0,2253.0,9.89791389258766,Trump,5.0,5.0,1238.0,1015.0,2253.0,9.89791389258766,Trump,False,False
CABARRUS,12-11,12-11,1820.0,1509,311,421,437,639,12,0,1082,419,11,6,130,724,921,169,384,337,248,277,217,188,1189,1120,660,0.7879,0.7422,0.4374,1468.6972235593332,68.69922028234097,1073.894462799699,1248.0,58.0,721.5160101778998,378.5815306183524,215.0622227099647,4.199818815451385,747.1812133814333,0.4913,0.2578,0.1464,0.0468,0.1297,11,23,297,22,26,358,103,205,1189,40,92,660,574.0,620.0,683.0,435.0,1194.0,0.4807370184254606,0.5192629815745393,-0.0385259631490786,tossup,Harris,0.5192629815745393,0.4807370184254606,0.5677051926298158,0.4322948073701842,0.7879,0.6095,0.0866,-0.1784,0.2367,66,7.0,4.0,3.0,577.0,624.0,1201.0,-3.913405495420483,Harris,4.0,3.0,577.0,624.0,1201.0,-3.913405495420483,Harris,False,False
CABARRUS,12-12,12-12,2232.0,1926,306,495,627,793,9,2,1352,446,23,4,165,922,1074,249,448,413,332,309,285,196,1575,1394,858,0.8178,0.7238,0.4455,3212.843716783926,358.5110202395206,2394.0326573999605,2731.0,305.0,1898.7191951565428,694.525206720239,443.1346348325968,45.22352343524917,1314.1245216273835,0.591,0.2162,0.1379,0.1116,0.1253,12,21,380,9,28,279,152,293,1575,63,118,858,872.0,707.0,792.0,666.0,1579.0,0.5522482583913869,0.447751741608613,0.1044965167827738,lean,Trump,0.447751741608613,0.5522482583913869,0.5391006966434452,0.4608993033565547,0.8178,0.6104,0.0965,-0.2074,0.253,97,10.0,4.0,6.0,878.0,711.0,1589.0,10.509754562617998,Trump,5.0,5.0,877.0,712.0,1589.0,10.383889238514788,Trump,False,False
