GEOID,NAME,STATE,COUNTY,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,C_TOT24,CTOTMOE,C_NHS24,CNHSMOE,C_AMI24,CAMIMOE,C_ASI24,CASIMOE,C_BLA24,CBLAMOE,C_NHP24,CNHPMOE,C_WHT24,CWHTMOE,C_AIW24,CAIWMOE,C_ASW24,CASWMOE,C_BLW24,CBLWMOE,C_AIB24,CAIBMOE,C_2OM24,C2OMMOE,C_HSP24,CHSPMOE,C_AIA24,CAIAMOE,C_ASN24,CASNMOE,C_BLK24,CBLKMOE,CVAP_TOT24,CVAPTOTMOE,CVAP_NHS24,CVAPNHSMOE,CVAP_AMI24,CVAPAMIMOE,CVAP_ASI24,CVAPASIMOE,CVAP_BLA24,CVAPBLAMOE,CVAP_NHP24,CVAPNHPMOE,CVAP_WHT24,CVAPWHTMOE,CVAP_AIW24,CVAPAIWMOE,CVAP_ASW24,CVAPASWMOE,CVAP_BLW24,CVAPBLWMOE,CVAP_AIB24,CVAPAIBMOE,CVAP_2OM24,CVAP2OMMOE,CVAP_HSP24,CVAPHSPMOE,CVAP_AIA24,CVAPAIAMOE,CVAP_ASN24,CVAPASNMOE,CVAP_BLK24,CVAPBLKMOE
370670015003,"Block Group 3, Census Tract 15, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000015,3,462,409,186,105,0,14,0,14,83,75,0,14,73,72,0,14,0,14,30,37,0,14,0,14,276,422,0,24.25,0,19.8,113,84.79,282,156,185,105,0,14,0,14,84,75,0,14,71,72,0,14,0,14,30,37,0,14,0,14,97,144,0,24.25,0,19.8,114,84.79
370670016011,"Block Group 1, Census Tract 16.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,001601,1,1283,477,1135,431,0,14,20,36,1083,425,0,14,32,45,0,14,0,14,0,14,0,14,0,14,148,129,0,24.25,20,38.63,1083,425.46,1187,415,1040,370,0,14,22,36,987,363,0,14,31,45,0,14,0,14,0,14,0,14,0,14,147,129,0,24.25,22,38.63,987,363.54
370670016012,"Block Group 2, Census Tract 16.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,001601,2,1174,645,1167,642,0,14,0,14,1091,644,0,14,0,14,0,14,0,14,0,14,76,112,0,14,7,24,76,113.74,0,19.8,1167,653.82,899,424,893,420,0,14,0,14,813,426,0,14,0,14,0,14,0,14,5,8,75,112,0,14,6,24,75,113.74,0,19.8,893,440.55
370670016013,"Block Group 3, Census Tract 16.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,001601,3,263,195,199,142,0,14,0,14,199,142,0,14,0,14,0,14,0,14,0,14,0,14,0,14,64,111,0,24.25,0,19.8,199,143.37,219,147,181,116,0,14,0,14,181,116,0,14,0,14,0,14,0,14,0,14,0,14,0,14,38,70,0,24.25,0,19.8,181,117.68
370670016021,"Block Group 1, Census Tract 16.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,001602,1,1263,627,1158,597,0,14,0,14,1071,576,0,14,49,61,0,14,0,14,38,60,0,14,0,14,105,162,0,24.25,0,19.8,1109,579.29,606,256,606,256,0,14,0,14,516,231,0,14,50,61,0,14,0,14,40,60,0,14,0,14,0,14,0,24.25,0,19.8,556,239.08
370670016022,"Block Group 2, Census Tract 16.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,001602,2,1734,655,797,245,0,14,0,14,731,239,0,14,41,34,25,58,0,14,0,14,0,14,0,14,937,629,25,61.29,0,19.8,731,239.82,988,264,746,221,0,14,0,14,684,214,0,14,42,34,20,47,0,14,0,14,0,14,0,14,242,163,20,51.0,0,19.8,684,214.91
370670017001,"Block Group 1, Census Tract 17, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000017,1,1023,454,928,447,4,8,0,14,758,370,0,14,17,28,0,14,0,14,0,14,149,249,0,14,95,121,153,249.52,0,19.8,907,446.2,843,357,751,345,0,14,0,14,693,339,0,14,18,28,0,14,0,14,0,14,40,66,0,14,92,121,40,68.91,0,19.8,733,345.65
370670017002,"Block Group 2, Census Tract 17, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000017,2,191,209,191,209,0,14,0,14,81,129,0,14,55,91,0,14,0,14,0,14,55,86,0,14,0,14,55,88.25,0,19.8,136,155.67,186,209,186,209,0,14,0,14,78,129,0,14,53,91,0,14,0,14,0,14,55,86,0,14,0,14,55,88.25,0,19.8,133,155.67
370670017003,"Block Group 3, Census Tract 17, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000017,3,3033,962,2434,615,0,14,0,14,1485,546,0,14,816,249,0,14,0,14,80,102,53,77,0,14,599,672,53,79.5,0,19.8,1618,560.76,2389,686,1943,439,4,8,0,14,1188,425,0,14,650,162,0,14,0,14,53,60,48,77,0,14,446,457,52,78.67,0,19.8,1289,436.07
370670017004,"Block Group 4, Census Tract 17, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000017,4,1222,649,1201,650,0,14,0,14,1005,653,0,14,196,190,0,14,0,14,0,14,0,14,0,14,21,32,0,24.25,0,19.8,1005,653.3,982,471,963,472,0,14,0,14,767,459,0,14,196,190,0,14,0,14,0,14,0,14,0,14,19,32,0,24.25,0,19.8,767,459.43
370670018001,"Block Group 1, Census Tract 18, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000018,1,780,263,602,222,0,14,0,14,433,192,0,14,64,56,0,14,0,14,105,125,0,14,0,14,178,194,0,24.25,0,19.8,538,229.53,626,191,533,185,0,14,0,14,365,145,0,14,65,56,0,14,0,14,103,125,0,14,0,14,93,107,0,24.25,0,19.8,468,191.95
370670018002,"Block Group 2, Census Tract 18, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000018,2,852,532,539,466,0,14,0,14,510,466,0,14,29,34,0,14,0,14,0,14,0,14,0,14,313,329,0,24.25,0,19.8,510,466.42,561,454,523,449,0,14,0,14,494,450,0,14,29,34,0,14,0,14,0,14,0,14,0,14,38,57,0,24.25,0,19.8,494,450.44
370670018003,"Block Group 3, Census Tract 18, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000018,3,529,418,463,405,0,14,0,14,406,395,0,14,57,65,0,14,0,14,0,14,0,14,0,14,66,110,0,24.25,0,19.8,406,395.5,484,405,468,405,0,14,0,14,408,395,0,14,60,65,0,14,0,14,0,14,0,14,0,14,16,28,0,24.25,0,19.8,408,395.5
370670018004,"Block Group 4, Census Tract 18, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000018,4,1299,664,1260,673,0,14,0,14,1237,675,0,14,23,31,0,14,0,14,0,14,0,14,0,14,39,69,0,24.25,0,19.8,1237,675.29,1023,485,1023,485,0,14,0,14,1004,487,0,14,19,31,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,1004,487.4
370670019011,"Block Group 1, Census Tract 19.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,001901,1,1313,322,988,300,0,14,0,14,488,168,0,14,428,184,51,48,0,14,21,25,0,14,0,14,325,178,51,51.92,0,19.8,509,170.43,918,187,798,178,0,14,0,14,341,131,0,14,389,157,53,48,0,14,15,23,0,14,0,14,120,82,53,51.92,0,19.8,356,133.74
370670019021,"Block Group 1, Census Tract 19.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,001902,1,784,225,718,226,0,14,0,14,135,159,0,14,583,178,0,14,0,14,0,14,0,14,0,14,66,57,0,24.25,0,19.8,135,160.23,676,212,610,214,0,14,0,14,131,159,0,14,479,142,0,14,0,14,0,14,0,14,0,14,66,57,0,24.25,0,19.8,131,160.23
370670019022,"Block Group 2, Census Tract 19.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,001902,2,969,291,945,288,0,14,0,14,105,126,0,14,759,241,46,61,0,14,35,35,0,14,0,14,24,37,46,64.13,0,19.8,140,131.52,743,197,743,196,0,14,0,14,100,113,0,14,624,156,19,25,0,14,0,14,0,14,0,14,0,14,19,31.89,0,19.8,100,114.72
370670020011,"Block Group 1, Census Tract 20.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002001,1,1041,233,770,207,0,14,0,14,495,180,0,14,233,73,0,14,0,14,14,23,0,14,28,47,271,109,0,24.25,0,19.8,509,182.0,662,152,510,126,0,14,0,14,250,106,0,14,233,73,0,14,0,14,15,23,0,14,12,21,152,107,0,24.25,0,19.8,265,109.37
370670020012,"Block Group 2, Census Tract 20.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002001,2,799,219,651,162,0,14,0,14,324,164,0,14,327,85,0,14,0,14,0,14,0,14,0,14,148,164,0,24.25,0,19.8,324,165.19,617,132,538,107,0,14,0,14,250,99,0,14,288,73,0,14,0,14,0,14,0,14,0,14,79,85,0,24.25,0,19.8,250,100.96
370670020021,"Block Group 1, Census Tract 20.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002002,1,1531,919,511,138,0,14,0,14,218,108,0,14,281,105,12,11,0,14,0,14,0,14,0,14,1020,884,12,22.65,0,19.8,218,109.8,643,195,505,136,0,14,0,14,215,108,0,14,280,105,10,11,0,14,0,14,0,14,0,14,138,149,10,22.65,0,19.8,215,109.8
370670020022,"Block Group 2, Census Tract 20.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002002,2,1717,555,1224,468,0,14,0,14,709,456,0,14,391,140,55,56,11,22,58,90,0,14,0,14,493,241,55,59.4,11,26.08,767,465.01,1364,397,993,319,0,14,0,14,504,303,0,14,379,131,41,40,13,22,56,90,0,14,0,14,371,210,41,44.63,13,26.08,560,316.39
370670021001,"Block Group 1, Census Tract 21, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000021,1,746,243,746,243,0,14,123,155,0,14,17,25,606,154,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,123,155.63,0,24.25,615,147,615,147,0,14,49,55,0,14,15,25,551,133,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,49,56.75,0,24.25
370670021002,"Block Group 2, Census Tract 21, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000021,2,1217,216,1134,214,0,14,29,38,54,44,0,14,996,208,10,15,0,14,45,56,0,14,0,14,83,74,10,24.84,29,40.5,99,72.58,1025,184,968,188,0,14,30,38,52,44,0,14,874,184,6,9,0,14,6,9,0,14,0,14,57,60,6,21.75,30,40.5,58,47.04
370670022001,"Block Group 1, Census Tract 22, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000022,1,875,264,779,250,0,14,0,14,17,30,0,14,750,241,0,14,0,14,12,20,0,14,0,14,96,76,0,24.25,0,19.8,29,38.68,723,219,644,208,0,14,5,9,17,30,0,14,622,203,0,14,0,14,0,14,0,14,0,14,79,74,0,24.25,5,16.64,17,35.94
370670022002,"Block Group 2, Census Tract 22, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000022,2,921,243,844,205,11,21,0,14,94,94,0,14,728,193,0,14,0,14,0,14,11,22,0,14,77,113,22,33.48,0,19.8,105,97.55,844,213,797,200,8,9,0,14,79,73,0,14,692,191,5,6,0,14,0,14,13,22,0,14,47,65,26,24.52,0,19.8,92,77.52
370670022003,"Block Group 3, Census Tract 22, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,000022,3,1540,259,1458,252,0,14,9,25,10,17,0,14,1388,241,7,11,13,17,31,47,0,14,0,14,82,100,7,22.65,22,30.23,41,51.9,1369,235,1286,228,0,14,9,25,12,17,0,14,1233,220,7,11,11,17,14,27,0,14,0,14,83,100,7,22.65,20,30.23,26,34.84
370670025011,"Block Group 1, Census Tract 25.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002501,1,938,302,938,302,0,14,0,14,0,14,0,14,938,302,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,0,24.25,638,150,638,150,0,14,0,14,0,14,0,14,638,150,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,0,24.25
370670025012,"Block Group 2, Census Tract 25.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002501,2,604,181,604,181,0,14,13,21,0,14,0,14,569,181,0,14,22,37,0,14,0,14,0,14,0,14,0,24.25,35,42.54,0,24.25,488,133,488,133,0,14,14,21,0,14,0,14,474,136,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,14,25.24,0,24.25
370670025013,"Block Group 3, Census Tract 25.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002501,3,994,236,984,236,0,14,0,14,92,131,0,14,873,198,0,14,0,14,19,32,0,14,0,14,10,22,0,24.25,0,19.8,111,135.58,929,193,917,192,0,14,5,10,95,131,0,14,817,160,0,14,0,14,0,14,0,14,0,14,12,22,0,24.25,5,17.2,95,132.49
370670025021,"Block Group 1, Census Tract 25.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002502,1,1445,317,1412,319,0,14,39,64,0,14,0,14,1351,315,22,32,0,14,0,14,0,14,0,14,33,41,22,37.63,39,65.51,0,24.25,1177,243,1156,246,0,14,26,42,0,14,0,14,1119,244,11,23,0,14,0,14,0,14,0,14,21,27,11,30.35,26,44.27,0,24.25
370670025022,"Block Group 2, Census Tract 25.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002502,2,1671,398,1661,397,0,14,27,34,0,14,0,14,1625,398,9,15,0,14,0,14,0,14,0,14,10,13,9,24.84,27,36.77,0,24.25,1202,231,1196,229,0,14,23,22,0,14,0,14,1165,233,8,15,0,14,0,14,0,14,0,14,6,13,8,24.84,23,26.08,0,24.25
370670026011,"Block Group 1, Census Tract 26.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002601,1,2322,1033,2228,1034,0,14,31,36,128,154,0,14,1900,999,0,14,0,14,169,134,0,14,0,14,94,97,0,24.25,31,38.63,297,204.62,1578,638,1538,635,0,14,32,36,124,154,4,8,1302,605,0,14,0,14,76,73,0,14,0,14,40,56,0,24.25,32,38.63,200,171.0
370670026012,"Block Group 2, Census Tract 26.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002601,2,781,188,768,185,0,14,0,14,9,10,0,14,750,184,0,14,0,14,0,14,0,14,9,16,13,22,0,24.25,0,19.8,9,22.18,660,142,647,138,0,14,0,14,9,10,0,14,629,138,0,14,0,14,0,14,0,14,9,16,13,22,0,24.25,0,19.8,9,22.18
370670026041,"Block Group 1, Census Tract 26.04, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002604,1,439,319,439,319,0,14,0,14,169,169,0,14,270,220,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,169,170.16,359,292,359,292,0,14,0,14,133,133,0,14,226,194,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,133,134.47
370670026042,"Block Group 2, Census Tract 26.04, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002604,2,1416,594,1085,395,0,14,13,26,196,185,0,14,837,310,39,38,0,14,0,14,0,14,0,14,331,532,39,42.85,13,29.53,196,186.06,1055,353,972,353,0,14,0,14,196,185,0,14,736,272,40,38,0,14,0,14,0,14,0,14,83,131,40,42.85,0,19.8,196,186.06
370670026043,"Block Group 3, Census Tract 26.04, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002604,3,1881,384,1536,360,0,14,0,14,336,183,0,14,1200,315,0,14,0,14,0,14,0,14,0,14,345,90,0,24.25,0,19.8,336,184.07,1383,316,1275,309,0,14,4,8,336,183,0,14,935,271,0,14,0,14,0,14,0,14,0,14,108,63,0,24.25,4,16.12,336,184.07
370670026044,"Block Group 4, Census Tract 26.04, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002604,4,1757,522,1757,522,0,14,0,14,256,317,0,14,1415,459,0,14,62,101,24,41,0,14,0,14,0,14,0,24.25,62,101.97,280,319.95,1288,372,1288,372,0,14,0,14,153,174,0,14,1082,346,0,14,33,52,20,41,0,14,0,14,0,14,0,24.25,33,53.85,173,179.31
370670026051,"Block Group 1, Census Tract 26.05, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002605,1,2141,177,1764,249,0,14,90,81,104,106,0,14,1570,226,0,14,0,14,0,14,0,14,0,14,377,273,0,24.25,90,82.2,104,107.83,1623,156,1402,171,0,14,56,55,80,90,0,14,1266,157,0,14,0,14,0,14,0,14,0,14,221,175,0,24.25,56,56.75,80,92.15
370670026061,"Block Group 1, Census Tract 26.06, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002606,1,1387,522,1178,478,0,14,0,14,429,282,0,14,577,332,0,14,0,14,38,62,0,14,134,171,209,189,0,24.25,0,19.8,467,289.07,1051,459,880,384,0,14,0,14,207,161,0,14,570,330,0,14,0,14,38,62,0,14,65,75,171,183,0,24.25,0,19.8,245,173.09
370670026062,"Block Group 2, Census Tract 26.06, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002606,2,973,528,653,262,0,14,27,45,49,64,0,14,577,244,0,14,0,14,0,14,0,14,0,14,320,374,0,24.25,27,47.13,49,66.99,906,508,587,222,0,14,29,45,47,64,0,14,511,203,0,14,0,14,0,14,0,14,0,14,319,374,0,24.25,29,47.13,47,66.99
370670026063,"Block Group 3, Census Tract 26.06, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002606,3,1573,371,1425,325,0,14,24,49,68,87,0,14,1318,296,15,17,0,14,0,14,0,14,0,14,148,154,15,26.1,24,50.96,68,89.22,1244,260,1137,217,0,14,0,14,54,60,0,14,1069,198,14,17,0,14,0,14,0,14,0,14,107,122,14,26.1,0,19.8,54,63.18
370670027011,"Block Group 1, Census Tract 27.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002701,1,1919,821,1785,635,0,14,0,14,1215,567,0,14,556,332,0,14,0,14,14,30,0,14,0,14,134,316,0,24.25,0,19.8,1229,567.97,1485,492,1412,465,0,14,5,4,926,396,0,14,481,283,0,14,0,14,0,14,0,14,0,14,73,93,0,24.25,5,14.56,926,396.49
370670027012,"Block Group 2, Census Tract 27.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002701,2,2020,862,802,511,0,14,0,14,603,493,0,14,199,112,0,14,0,14,0,14,0,14,0,14,1218,683,0,24.25,0,19.8,603,493.4,987,373,653,313,0,14,0,14,454,303,0,14,199,112,0,14,0,14,0,14,0,14,0,14,334,175,0,24.25,0,19.8,454,303.65
370670027013,"Block Group 3, Census Tract 27.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002701,3,1842,999,1701,1003,0,14,0,14,1255,972,0,14,436,192,10,17,0,14,0,14,0,14,0,14,141,185,10,26.1,0,19.8,1255,972.2,1617,993,1617,993,0,14,0,14,1199,962,0,14,409,175,9,17,0,14,0,14,0,14,0,14,0,14,9,26.1,0,19.8,1199,962.2
370670027021,"Block Group 1, Census Tract 27.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002702,1,448,340,211,113,5,9,0,14,155,88,0,14,51,56,0,14,0,14,0,14,0,14,0,14,237,361,5,21.75,0,19.8,155,90.2,441,340,202,113,0,14,0,14,154,88,0,14,48,56,0,14,0,14,0,14,0,14,0,14,239,361,0,24.25,0,19.8,154,90.2
370670027022,"Block Group 2, Census Tract 27.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002702,2,1817,683,1699,682,0,14,0,14,1541,622,0,14,92,151,0,14,0,14,66,106,0,14,0,14,118,150,0,24.25,0,19.8,1607,631.12,1130,483,1087,482,0,14,0,14,974,443,0,14,44,75,0,14,0,14,69,106,0,14,0,14,43,60,0,24.25,0,19.8,1043,455.72
370670027023,"Block Group 3, Census Tract 27.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002702,3,400,285,400,285,0,14,0,14,400,285,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,400,285.69,348,236,348,236,0,14,0,14,348,236,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,348,236.83
370670027024,"Block Group 4, Census Tract 27.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002702,4,847,317,847,317,0,14,17,33,272,251,0,14,558,212,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,17,35.85,272,251.78,847,317,847,317,0,14,21,33,272,251,0,14,554,212,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,21,35.85,272,251.78
370670027025,"Block Group 5, Census Tract 27.02, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002702,5,983,438,864,444,0,14,0,14,567,378,0,14,297,255,0,14,0,14,0,14,0,14,0,14,119,178,0,24.25,0,19.8,567,378.52,506,280,482,279,0,14,0,14,195,108,0,14,287,254,0,14,0,14,0,14,0,14,0,14,24,46,0,24.25,0,19.8,195,109.8
370670027041,"Block Group 1, Census Tract 27.04, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002704,1,2139,467,1651,475,0,14,0,14,897,348,0,14,688,293,0,14,0,14,19,64,21,33,26,36,488,301,21,38.48,0,19.8,937,355.37,1639,387,1477,372,0,14,0,14,766,262,0,14,648,259,0,14,0,14,15,64,23,33,25,36,162,220,23,38.48,0,19.8,804,271.71
370670027042,"Block Group 2, Census Tract 27.04, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002704,2,965,278,965,278,0,14,0,14,732,261,0,14,233,146,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,732,261.75,945,265,945,265,0,14,0,14,711,249,0,14,234,146,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,711,249.79
370670027051,"Block Group 1, Census Tract 27.05, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002705,1,1670,407,1670,407,0,14,0,14,1372,459,0,14,248,133,16,24,0,14,34,120,0,14,0,14,0,14,16,31.11,0,19.8,1406,474.63,1204,383,1204,383,0,14,0,14,921,426,4,8,248,133,16,24,0,14,15,50,0,14,0,14,0,14,16,31.11,0,19.8,936,429.15
370670027052,"Block Group 2, Census Tract 27.05, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002705,2,1106,202,1063,200,0,14,48,46,189,106,0,14,813,182,0,14,0,14,13,20,0,14,0,14,43,63,0,24.25,48,48.08,202,108.77,1116,201,1067,200,0,14,49,46,190,106,0,14,810,180,0,14,4,5,14,20,0,14,0,14,49,63,0,24.25,53,46.27,204,108.77
370670027053,"Block Group 3, Census Tract 27.05, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002705,3,344,123,260,138,0,14,0,14,33,59,0,14,227,117,0,14,0,14,0,14,0,14,0,14,84,68,0,24.25,0,19.8,33,62.23,267,107,236,118,0,14,0,14,35,59,0,14,192,95,0,14,0,14,5,9,4,8,0,14,31,28,4,21.35,0,19.8,44,60.22
370670028011,"Block Group 1, Census Tract 28.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002801,1,1228,309,1180,298,0,14,0,14,11,17,0,14,1143,286,11,18,0,14,15,19,0,14,0,14,48,56,11,26.76,0,19.8,26,29.09,1001,243,968,234,0,14,0,14,10,17,0,14,951,227,7,9,0,14,0,14,0,14,0,14,33,47,7,21.75,0,19.8,10,26.1
370670028012,"Block Group 2, Census Tract 28.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002801,2,915,249,888,251,0,14,0,14,27,38,0,14,861,247,0,14,0,14,0,14,0,14,0,14,27,32,0,24.25,0,19.8,27,42.85,756,171,733,171,0,14,0,14,26,38,0,14,707,166,0,14,0,14,0,14,0,14,0,14,23,30,0,24.25,0,19.8,26,42.85
370670028013,"Block Group 3, Census Tract 28.01, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002801,3,2672,473,2469,463,0,14,0,14,409,152,0,14,1978,410,11,13,0,14,56,53,10,13,5,9,203,143,21,23.11,0,19.8,475,161.5,1940,292,1829,288,0,14,0,14,320,100,0,14,1477,273,10,12,0,14,12,20,10,13,0,14,111,83,20,22.56,0,19.8,342,102.81
370670028041,"Block Group 1, Census Tract 28.04, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002804,1,1089,245,1070,245,0,14,0,14,247,163,0,14,772,205,0,14,0,14,51,72,0,14,0,14,19,25,0,24.25,0,19.8,298,178.74,884,206,876,206,0,14,0,14,170,109,0,14,706,192,0,14,0,14,0,14,0,14,0,14,8,16,0,24.25,0,19.8,170,110.78
370670028042,"Block Group 2, Census Tract 28.04, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002804,2,832,332,619,237,0,14,0,14,140,121,0,14,458,205,7,7,0,14,0,14,0,14,14,18,213,211,7,21.0,0,19.8,140,122.61,544,194,514,193,0,14,0,14,108,87,0,14,393,175,0,14,0,14,0,14,0,14,13,18,30,31,0,24.25,0,19.8,108,89.22
370670028043,"Block Group 3, Census Tract 28.04, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002804,3,1527,545,1234,466,0,14,0,14,784,450,0,14,435,229,15,20,0,14,0,14,0,14,0,14,293,281,15,28.14,0,19.8,784,450.44,1172,410,1130,406,0,14,0,14,680,378,0,14,437,229,13,20,0,14,0,14,0,14,0,14,42,49,13,28.14,0,19.8,680,378.52
370670028061,"Block Group 1, Census Tract 28.06, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002806,1,604,287,543,281,0,14,0,14,336,228,0,14,124,67,0,14,0,14,83,110,0,14,0,14,61,67,0,24.25,0,19.8,419,253.54,420,175,377,174,0,14,0,14,253,157,0,14,124,67,0,14,0,14,0,14,0,14,0,14,43,45,0,24.25,0,19.8,253,158.24
370670028062,"Block Group 2, Census Tract 28.06, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002806,2,2791,622,2133,580,0,14,0,14,1299,585,0,14,791,267,15,22,28,43,0,14,0,14,0,14,658,415,15,29.6,28,45.22,1299,585.33,2202,611,1865,560,0,14,0,14,1194,564,0,14,631,196,14,22,26,43,0,14,0,14,0,14,337,290,14,29.6,26,45.22,1194,564.35
370670028071,"Block Group 1, Census Tract 28.07, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002807,1,2995,1053,2625,1072,0,14,0,14,879,412,0,14,1746,976,0,14,0,14,0,14,0,14,0,14,370,114,0,24.25,0,19.8,879,412.48,2430,897,2238,910,0,14,0,14,780,352,0,14,1458,825,0,14,0,14,0,14,0,14,0,14,192,87,0,24.25,0,19.8,780,352.56
370670028072,"Block Group 2, Census Tract 28.07, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002807,2,920,489,865,485,0,14,0,14,0,14,0,14,865,485,0,14,0,14,0,14,0,14,0,14,55,89,0,24.25,0,19.8,0,24.25,743,379,688,373,0,14,0,14,5,9,0,14,683,373,0,14,0,14,0,14,0,14,0,14,55,89,0,24.25,0,19.8,5,21.75
370670028073,"Block Group 3, Census Tract 28.07, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002807,3,1509,419,1509,419,0,14,14,25,173,144,0,14,1313,428,9,15,0,14,0,14,0,14,0,14,0,14,9,24.84,14,28.65,173,145.35,1313,327,1313,327,0,14,14,25,174,144,0,14,1118,336,7,15,0,14,0,14,0,14,0,14,0,14,7,24.84,14,28.65,174,145.35
370670028081,"Block Group 1, Census Tract 28.08, Forsyth County, North Carolina",North Carolina,Forsyth County,37,067,002808,1,2342,349,2168,359,0,14,0,14,432,252,0,14,1712,372,0,14,0,14,0,14,24,40,0,14,174,152,24,44.63,0,19.8,456,255.54,1814,314,1770,316,0,14,0,14,368,203,0,14,1378,316,0,14,0,14,0,14,24,40,0,14,44,44,24,44.63,0,19.8,392,207.38
